  16.0000 8.8920e+04 7.1849e+04 1.1190e+05 7.2442e+04 1.1094e+05 8.4461e+04 9.5486e+04 1.0755e+05 7.5351e+04 9.1964e+04 7.2442e+04 1.1094e+05 8.4637e+04
  16.2500 8.2114e+04 6.6463e+04 1.0310e+05 6.6998e+04 1.0223e+05 7.8055e+04 8.8112e+04 9.9208e+04 6.9610e+04 8.4845e+04 6.6998e+04 1.0223e+05 7.8283e+04
  16.5000 7.5906e+04 6.1540e+04 9.5098e+04 6.2025e+04 9.4297e+04 7.2206e+04 8.1392e+04 9.1605e+04 6.4371e+04 7.8358e+04 6.2025e+04 9.4297e+04 7.2477e+04
  16.7500 7.0237e+04 5.7037e+04 8.7807e+04 5.7476e+04 8.7074e+04 6.6861e+04 7.5262e+04 8.4670e+04 5.9585e+04 7.2442e+04 5.7476e+04 8.7074e+04 6.7167e+04
  17.0000 6.5056e+04 5.2913e+04 8.1159e+04 5.3312e+04 8.0486e+04 6.1970e+04 6.9662e+04 7.8339e+04 5.5208e+04 6.7039e+04 5.3312e+04 8.0486e+04 6.2305e+04
  17.2500 6.0314e+04 4.9134e+04 7.5089e+04 4.9496e+04 7.4471e+04 5.7491e+04 6.4543e+04 7.2552e+04 5.1202e+04 6.2099e+04 4.9496e+04 7.4471e+04 5.7850e+04
  17.5000 5.5970e+04 4.5668e+04 6.9541e+04 4.5997e+04 6.8972e+04 5.3384e+04 5.9858e+04 6.7259e+04 4.7530e+04 5.7577e+04 4.5997e+04 6.8972e+04 5.3764e+04
  17.7500 5.1987e+04 4.2483e+04 6.4463e+04 4.2784e+04 6.3939e+04 4.9615e+04 5.5565e+04 6.2412e+04 4.4161e+04 5.3434e+04 4.2784e+04 6.3939e+04 5.0011e+04
  18.0000 4.8329e+04 3.9553e+04 5.9812e+04 3.9828e+04 5.9329e+04 4.6151e+04 5.1625e+04 5.7965e+04 4.1066e+04 4.9633e+04 3.9828e+04 5.9329e+04 4.6556e+04
  18.2500 4.4966e+04 3.6854e+04 5.5547e+04 3.7105e+04 5.5101e+04 4.2964e+04 4.8007e+04 5.3881e+04 3.8221e+04 4.6143e+04 3.7105e+04 5.5101e+04 4.3372e+04
